Individual{TOC=17875.17238417715, NV=91}
Individual{TOC=16653.306878196847, NV=102}
Individual{TOC=17810.772011790632, NV=92}
Individual{TOC=18645.0854458916, NV=77}
Individual{TOC=19770.502693454553, NV=63}
Individual{TOC=20856.729698410152, NV=56}
Individual{TOC=23069.37245041018, NV=51}
Individual{TOC=30009.865245270335, NV=41}
Individual{TOC=22041.526503441368, NV=53}
Individual{TOC=18394.46807723405, NV=85}
Individual{TOC=19260.81855429538, NV=73}
Individual{TOC=25617.05155818362, NV=46}
Individual{TOC=19619.135761620208, NV=72}
Individual{TOC=28676.843382709663, NV=43}
Individual{TOC=34700.44299889835, NV=40}
