Individual{TOC=15610.883357904475, NV=82}
Individual{TOC=15660.543035237117, NV=78}
Individual{TOC=15703.81870173665, NV=77}
Individual{TOC=15708.813541994583, NV=75}
Individual{TOC=15730.550183010204, NV=73}
Individual{TOC=15757.54303201357, NV=72}
Individual{TOC=15799.783672628339, NV=70}
Individual{TOC=15858.81653571448, NV=68}
Individual{TOC=15863.75931305982, NV=67}
Individual{TOC=15902.407804204522, NV=65}
Individual{TOC=16006.881884269755, NV=64}
Individual{TOC=16089.678050320344, NV=63}
Individual{TOC=16146.37504454407, NV=62}
Individual{TOC=16268.628999995544, NV=61}
Individual{TOC=16347.471189210513, NV=59}
Individual{TOC=16518.024953852786, NV=58}
Individual{TOC=16550.221337581945, NV=57}
Individual{TOC=16792.936862834227, NV=56}
Individual{TOC=17001.570921935217, NV=55}
Individual{TOC=17381.84218393852, NV=54}
Individual{TOC=17606.126312132343, NV=53}
