Individual{TOC=17796.75223272231, NV=67}
Individual{TOC=20532.654390216645, NV=54}
Individual{TOC=23001.45966783231, NV=48}
Individual{TOC=21321.177935248637, NV=50}
Individual{TOC=16779.185820947423, NV=93}
Individual{TOC=18494.127539544563, NV=63}
Individual{TOC=16412.6232509856, NV=117}
Individual{TOC=16547.9022975622, NV=100}
Individual{TOC=17167.674957243966, NV=76}
Individual{TOC=18783.82059559915, NV=60}
Individual{TOC=18169.432546823646, NV=65}
Individual{TOC=20841.86157641249, NV=53}
Individual{TOC=19277.582154498115, NV=58}
Individual{TOC=16802.31797174794, NV=90}
Individual{TOC=25402.8764198863, NV=45}
Individual{TOC=17725.355468534362, NV=69}
Individual{TOC=16879.426052012514, NV=86}
Individual{TOC=18083.84278849598, NV=66}
Individual{TOC=17012.62802364122, NV=84}
Individual{TOC=17527.90371322778, NV=70}
Individual{TOC=19423.57830791449, NV=57}
Individual{TOC=24569.850566561367, NV=46}
Individual{TOC=31894.293054099668, NV=44}
Individual{TOC=17122.08078605624, NV=80}
Individual{TOC=22177.893791459093, NV=49}
Individual{TOC=21252.196213812073, NV=52}
