Individual{TOC=19272.888369169243, NV=60}
Individual{TOC=20407.4893361511, NV=38}
Individual{TOC=19110.84769501957, NV=67}
Individual{TOC=19598.561592037844, NV=44}
Individual{TOC=19848.103409733565, NV=42}
Individual{TOC=20550.77285366244, NV=37}
Individual{TOC=20146.29505842583, NV=40}
Individual{TOC=21405.159793424475, NV=35}
Individual{TOC=22214.00488134776, NV=33}
Individual{TOC=21642.453025716637, NV=34}
Individual{TOC=19504.628467095492, NV=57}
Individual{TOC=20113.51898362876, NV=41}
Individual{TOC=19521.331646734656, NV=55}
Individual{TOC=19413.095593034224, NV=58}
Individual{TOC=20713.144655390104, NV=36}
