Individual{TOC=13494.816633386406, NV=48}
Individual{TOC=13599.217227700236, NV=46}
Individual{TOC=13789.718992610144, NV=43}
Individual{TOC=13746.09914455532, NV=44}
Individual{TOC=13881.109037460441, NV=42}
Individual{TOC=14309.556059662638, NV=40}
Individual{TOC=13513.665253347866, NV=47}
Individual{TOC=13789.718992610144, NV=43}
Individual{TOC=13438.229919294365, NV=51}
Individual{TOC=14585.38096434054, NV=39}
Individual{TOC=13990.673188586456, NV=41}
Individual{TOC=17888.428179406867, NV=35}
Individual{TOC=13622.308777369879, NV=45}
Individual{TOC=15841.63117382168, NV=37}
Individual{TOC=18115.134373556986, NV=34}
Individual{TOC=17852.140077619526, NV=36}
Individual{TOC=13423.082475275443, NV=52}
Individual{TOC=13441.38559059384, NV=49}
