Individual{TOC=22824.851094821457, NV=157}
Individual{TOC=24254.909135738482, NV=136}
Individual{TOC=49080.278609163506, NV=44}
Individual{TOC=42026.75307674094, NV=51}
Individual{TOC=38071.51839173063, NV=65}
Individual{TOC=67981.27262597976, NV=43}
Individual{TOC=28218.99834092133, NV=101}
Individual{TOC=33802.636420968556, NV=74}
Individual{TOC=22573.690967118473, NV=170}
Individual{TOC=22119.230367002652, NV=202}
Individual{TOC=29023.176644243555, NV=97}
Individual{TOC=23787.35389563356, NV=150}
Individual{TOC=39668.79621200671, NV=63}
Individual{TOC=41193.47995923913, NV=62}
Individual{TOC=34831.257117021785, NV=72}
Individual{TOC=25610.263093575566, NV=118}
Individual{TOC=30983.428059091297, NV=89}
Individual{TOC=24631.540687951227, NV=131}
Individual{TOC=26244.30522434513, NV=112}
