Individual{TOC=19256.33652566978, NV=60}
Individual{TOC=18932.352617523098, NV=61}
Individual{TOC=18772.239045285503, NV=62}
Individual{TOC=18736.121781924434, NV=64}
Individual{TOC=18675.04864461329, NV=65}
Individual{TOC=18430.57222904426, NV=68}
Individual{TOC=18344.030138339058, NV=70}
Individual{TOC=18268.382020778263, NV=71}
Individual{TOC=18048.642737588594, NV=77}
Individual{TOC=17858.493563023178, NV=87}
Individual{TOC=17797.306016815328, NV=93}
Individual{TOC=17767.606741770807, NV=100}
Individual{TOC=17745.072623890897, NV=108}
Individual{TOC=17711.39293428143, NV=114}
