Individual{TOC=32629.028932758232, NV=56}
Individual{TOC=34186.91282084297, NV=55}
Individual{TOC=31326.733301885928, NV=64}
Individual{TOC=22824.824837787375, NV=130}
Individual{TOC=23952.499427462815, NV=114}
Individual{TOC=27582.657599617683, NV=78}
Individual{TOC=34797.034587373404, NV=48}
Individual{TOC=37830.72049058186, NV=43}
Individual{TOC=23556.95536471111, NV=119}
Individual{TOC=27147.53867564518, NV=85}
Individual{TOC=26223.191508025557, NV=89}
Individual{TOC=28668.97296763925, NV=72}
Individual{TOC=23258.66376777554, NV=126}
Individual{TOC=26439.629689633424, NV=87}
Individual{TOC=27628.527255240642, NV=77}
Individual{TOC=24673.50839824501, NV=101}
