Individual{TOC=14450.75720620775, NV=52}
Individual{TOC=14763.248782175748, NV=49}
Individual{TOC=17345.285574503127, NV=33}
Individual{TOC=14109.675843510902, NV=64}
Individual{TOC=14215.918917218996, NV=61}
Individual{TOC=14260.105927888811, NV=57}
Individual{TOC=14362.007232374124, NV=55}
Individual{TOC=15157.425377905323, NV=48}
Individual{TOC=15748.539984734662, NV=38}
Individual{TOC=15484.705993941916, NV=43}
Individual{TOC=15300.925852000666, NV=47}
Individual{TOC=16734.61332212749, NV=35}
Individual{TOC=15986.72035111828, NV=36}
Individual{TOC=17086.54949542431, NV=34}
