Individual{TOC=16361.255109610109, NV=82}
Individual{TOC=16069.849313049985, NV=100}
Individual{TOC=15944.510335101482, NV=104}
Individual{TOC=17714.70806400996, NV=64}
Individual{TOC=20760.997210986894, NV=53}
Individual{TOC=19243.744750706188, NV=61}
Individual{TOC=16118.6388552793, NV=96}
Individual{TOC=19795.372413287845, NV=57}
Individual{TOC=16223.932878133302, NV=89}
Individual{TOC=16278.683359584997, NV=83}
Individual{TOC=20927.097778182997, NV=52}
Individual{TOC=16146.192748830736, NV=90}
Individual{TOC=16478.183898617182, NV=80}
Individual{TOC=21522.652947715575, NV=50}
Individual{TOC=19759.970045528844, NV=58}
Individual{TOC=21240.7554204207, NV=51}
Individual{TOC=20552.259409647588, NV=55}
Individual{TOC=17314.016316883804, NV=69}
Individual{TOC=18149.718133280858, NV=62}
Individual{TOC=18098.79462814965, NV=63}
Individual{TOC=16049.480527667572, NV=102}
Individual{TOC=16800.94339458899, NV=76}
