Individual{TOC=18020.339525035357, NV=93}
Individual{TOC=18408.698847340624, NV=74}
Individual{TOC=18232.562193867576, NV=82}
Individual{TOC=18543.550451967283, NV=71}
Individual{TOC=19778.91284019667, NV=61}
Individual{TOC=18393.13708572703, NV=75}
Individual{TOC=19177.802262473586, NV=63}
Individual{TOC=18073.385273403444, NV=86}
Individual{TOC=20081.770743437562, NV=60}
Individual{TOC=18092.619236840997, NV=85}
Individual{TOC=19064.590152750585, NV=64}
Individual{TOC=18986.88543708994, NV=66}
Individual{TOC=18297.843914762154, NV=77}
Individual{TOC=18345.004625150472, NV=76}
Individual{TOC=18240.523497529433, NV=80}
Individual{TOC=18657.047179286248, NV=70}
Individual{TOC=18038.274838825, NV=90}
Individual{TOC=18759.77458987241, NV=68}
Individual{TOC=18798.361336432154, NV=67}
Individual{TOC=18257.27763444796, NV=79}
Individual{TOC=18664.675936038882, NV=69}
Individual{TOC=18129.63839904001, NV=83}
Individual{TOC=18261.374399071057, NV=78}
Individual{TOC=19510.17332590172, NV=62}
Individual{TOC=19005.59915158566, NV=65}
