Individual{TOC=16679.96431173766, NV=87}
Individual{TOC=17445.790183037272, NV=67}
Individual{TOC=17141.20800141447, NV=76}
Individual{TOC=16729.54236286122, NV=83}
Individual{TOC=16262.415777799302, NV=91}
Individual{TOC=17018.58933709751, NV=78}
Individual{TOC=16224.978128745739, NV=99}
Individual{TOC=17527.541881525554, NV=66}
Individual{TOC=16573.38244341963, NV=88}
Individual{TOC=15947.249037549764, NV=106}
Individual{TOC=17195.260924043978, NV=69}
Individual{TOC=18459.511561538406, NV=57}
Individual{TOC=17742.763840956657, NV=63}
Individual{TOC=18254.22394834514, NV=58}
Individual{TOC=17777.9845109913, NV=62}
Individual{TOC=18562.753263591545, NV=56}
Individual{TOC=18104.288485111185, NV=61}
Individual{TOC=17067.808826732693, NV=77}
Individual{TOC=18200.18094186221, NV=60}
Individual{TOC=17175.527709761725, NV=72}
Individual{TOC=17401.913860865458, NV=68}
Individual{TOC=15894.523772739607, NV=108}
Individual{TOC=19006.941720457282, NV=55}
Individual{TOC=16013.389909642086, NV=103}
