Individual{TOC=18779.12062325162, NV=5}
Individual{TOC=3696.2158874736533, NV=10}
Individual{TOC=2771.047106840236, NV=12}
Individual{TOC=7798.030655833027, NV=6}
Individual{TOC=5609.942122214377, NV=7}
Individual{TOC=3005.060586288373, NV=11}
Individual{TOC=2665.5471242738477, NV=14}
Individual{TOC=2556.702238629318, NV=16}
Individual{TOC=2465.467331277966, NV=17}
Individual{TOC=4485.090670277999, NV=8}
