Individual{TOC=18939.893932702544, NV=67}
Individual{TOC=19174.8347876309, NV=63}
Individual{TOC=17796.175095176462, NV=90}
Individual{TOC=18214.527896994903, NV=74}
Individual{TOC=21982.94923894078, NV=54}
Individual{TOC=20670.4786667832, NV=58}
Individual{TOC=17938.541228037328, NV=76}
Individual{TOC=19715.153535816906, NV=61}
Individual{TOC=18724.966942895924, NV=68}
Individual{TOC=20353.43586359396, NV=59}
Individual{TOC=21591.175750150316, NV=55}
Individual{TOC=19879.909060884333, NV=60}
Individual{TOC=21387.904421152427, NV=57}
Individual{TOC=18164.41908872358, NV=75}
Individual{TOC=22028.858524996525, NV=53}
