Individual{TOC=21194.440629917222, NV=89}
Individual{TOC=20771.604932364568, NV=104}
Individual{TOC=24036.546191109246, NV=66}
Individual{TOC=40113.1681604728, NV=46}
Individual{TOC=21601.511533008208, NV=85}
Individual{TOC=30989.93080471168, NV=52}
Individual{TOC=23932.93475609385, NV=76}
Individual{TOC=25188.803840375367, NV=65}
Individual{TOC=28564.35449973451, NV=56}
Individual{TOC=21956.5016209777, NV=84}
Individual{TOC=43040.93649306004, NV=45}
Individual{TOC=43215.85593875268, NV=44}
Individual{TOC=20692.667693843134, NV=119}
Individual{TOC=21065.719919337873, NV=100}
Individual{TOC=29779.196440903776, NV=54}
Individual{TOC=29580.68992836668, NV=55}
Individual{TOC=33194.68474973151, NV=51}
