Individual{TOC=19246.047335031617, NV=60}
Individual{TOC=19270.12675162501, NV=59}
Individual{TOC=17439.399421538063, NV=109}
Individual{TOC=19007.98151695791, NV=65}
Individual{TOC=19622.726227380124, NV=57}
Individual{TOC=18514.499538008473, NV=70}
Individual{TOC=18251.402268928185, NV=78}
Individual{TOC=17694.474165864267, NV=83}
Individual{TOC=17210.235453131543, NV=114}
Individual{TOC=18336.02100689484, NV=75}
Individual{TOC=17611.079435191547, NV=108}
Individual{TOC=18908.570789646757, NV=68}
Individual{TOC=17292.054453109642, NV=110}
Individual{TOC=20343.278926382583, NV=50}
Individual{TOC=20507.069820706758, NV=49}
Individual{TOC=18390.18690613703, NV=74}
Individual{TOC=20563.40934916667, NV=48}
Individual{TOC=20148.765934490384, NV=51}
Individual{TOC=19911.52549746566, NV=53}
