Individual{TOC=18417.071516167838, NV=71}
Individual{TOC=21225.634739372526, NV=53}
Individual{TOC=18209.633141210248, NV=76}
Individual{TOC=25098.049887383153, NV=47}
Individual{TOC=19962.574967840534, NV=57}
Individual{TOC=22509.613538719314, NV=49}
Individual{TOC=29840.586718021317, NV=43}
Individual{TOC=22066.51152333403, NV=50}
Individual{TOC=27024.87513276587, NV=46}
Individual{TOC=19082.54294072691, NV=69}
Individual{TOC=17998.908218122106, NV=96}
Individual{TOC=17960.425389855478, NV=100}
Individual{TOC=20638.975995289402, NV=56}
Individual{TOC=17792.8474566243, NV=103}
Individual{TOC=19345.480838778047, NV=67}
