Individual{TOC=26020.4133115585, NV=47}
Individual{TOC=24799.941297202422, NV=49}
Individual{TOC=24278.54671920308, NV=50}
Individual{TOC=23894.993619212866, NV=51}
Individual{TOC=26540.738074655626, NV=45}
Individual{TOC=22908.764192659757, NV=52}
Individual{TOC=28447.83879087184, NV=42}
Individual{TOC=25334.954458620152, NV=48}
Individual{TOC=28029.546193015198, NV=43}
Individual{TOC=22625.981712030632, NV=53}
Individual{TOC=26529.847892645408, NV=46}
Individual{TOC=21132.519350479746, NV=54}
Individual{TOC=19223.054009003175, NV=68}
Individual{TOC=19070.628496311914, NV=69}
Individual{TOC=30598.678995415867, NV=38}
Individual{TOC=21045.798462080355, NV=55}
Individual{TOC=19258.444139306983, NV=65}
Individual{TOC=16882.68773615965, NV=93}
Individual{TOC=17127.296115978876, NV=83}
Individual{TOC=17478.42313001326, NV=81}
Individual{TOC=17710.43734265657, NV=74}
Individual{TOC=18538.257921636123, NV=70}
Individual{TOC=29641.862429470562, NV=39}
Individual{TOC=29443.635614181636, NV=40}
Individual{TOC=18299.69890924869, NV=71}
Individual{TOC=36378.492753567196, NV=36}
Individual{TOC=29028.330817688024, NV=41}
