Individual{TOC=17215.842569400713, NV=49}
Individual{TOC=18721.031433979722, NV=39}
Individual{TOC=17184.80690373677, NV=50}
Individual{TOC=20894.454879070887, NV=32}
Individual{TOC=21990.412528507382, NV=30}
Individual{TOC=20073.968908245846, NV=33}
Individual{TOC=19164.887777585194, NV=34}
Individual{TOC=18321.125520563273, NV=41}
Individual{TOC=18980.448343550564, NV=36}
Individual{TOC=15232.16193050638, NV=79}
Individual{TOC=15384.67019419968, NV=67}
Individual{TOC=15483.000259029248, NV=65}
Individual{TOC=15837.488598678472, NV=61}
Individual{TOC=15925.643080635728, NV=59}
Individual{TOC=16002.55361255514, NV=57}
Individual{TOC=16418.136464420422, NV=55}
Individual{TOC=16509.220631920256, NV=53}
Individual{TOC=21577.99182484095, NV=31}
Individual{TOC=15354.457477958389, NV=74}
Individual{TOC=17794.197063403528, NV=46}
Individual{TOC=17452.70366721867, NV=47}
