Individual{TOC=14223.173338345709, NV=54}
Individual{TOC=14066.358717616327, NV=56}
Individual{TOC=14269.325563830918, NV=53}
Individual{TOC=13890.327220243227, NV=69}
Individual{TOC=14044.142883675175, NV=59}
Individual{TOC=14275.309006880492, NV=49}
Individual{TOC=14555.795926681172, NV=48}
Individual{TOC=15111.797960296017, NV=42}
Individual{TOC=15017.61612668058, NV=45}
Individual{TOC=15370.09874453608, NV=40}
Individual{TOC=14677.054601619748, NV=47}
Individual{TOC=15403.0629846797, NV=39}
Individual{TOC=15267.695772565248, NV=41}
Individual{TOC=14761.853624401849, NV=46}
Individual{TOC=15594.434379905246, NV=38}
Individual{TOC=15092.829543631542, NV=44}
Individual{TOC=15594.434379905246, NV=38}
Individual{TOC=15101.903670340915, NV=43}
Individual{TOC=15594.434379905246, NV=38}
