Individual{TOC=15746.415228711938, NV=51}
Individual{TOC=15428.185725115314, NV=61}
Individual{TOC=15488.316964268795, NV=59}
Individual{TOC=17655.222075548554, NV=45}
Individual{TOC=16442.664091416285, NV=47}
Individual{TOC=16962.95089143959, NV=46}
Individual{TOC=15594.503506359928, NV=53}
Individual{TOC=15806.174866440055, NV=50}
Individual{TOC=15438.206691725994, NV=60}
Individual{TOC=15890.683254188414, NV=49}
Individual{TOC=15969.395591373566, NV=48}
Individual{TOC=15646.044140612395, NV=52}
Individual{TOC=15503.645459467012, NV=55}
Individual{TOC=15539.544618199465, NV=54}
