Individual{TOC=14913.424919191175, NV=97}
Individual{TOC=16955.12211187434, NV=48}
Individual{TOC=16435.64651072909, NV=50}
Individual{TOC=16137.606471569803, NV=54}
Individual{TOC=15511.233244657642, NV=63}
Individual{TOC=16285.578020184963, NV=52}
Individual{TOC=15399.02597825045, NV=65}
Individual{TOC=15087.939786951592, NV=74}
Individual{TOC=15026.930125699584, NV=77}
Individual{TOC=14935.584093436273, NV=94}
Individual{TOC=15118.46273486741, NV=72}
Individual{TOC=15009.289639548364, NV=89}
Individual{TOC=18277.071575071903, NV=46}
Individual{TOC=14940.773947465366, NV=93}
Individual{TOC=15581.109391812612, NV=61}
Individual{TOC=15688.006731001231, NV=58}
Individual{TOC=16342.934664544098, NV=51}
Individual{TOC=15262.00084237457, NV=68}
Individual{TOC=16702.38937052411, NV=49}
Individual{TOC=15863.467365553737, NV=56}
Individual{TOC=15420.227846553833, NV=64}
Individual{TOC=15011.18127685416, NV=81}
Individual{TOC=15158.07907704954, NV=71}
Individual{TOC=15017.518429027348, NV=78}
Individual{TOC=15642.467222969688, NV=59}
Individual{TOC=15262.00084237457, NV=68}
Individual{TOC=16169.39661229373, NV=53}
Individual{TOC=15942.089019624142, NV=55}
Individual{TOC=18814.225581277078, NV=45}
Individual{TOC=14975.042002212103, NV=90}
Individual{TOC=15292.478122334556, NV=67}
