Individual{TOC=17202.73172873306, NV=59}
Individual{TOC=17020.59232693424, NV=61}
Individual{TOC=16652.874804833275, NV=63}
Individual{TOC=16506.498615611457, NV=64}
Individual{TOC=16476.39316746263, NV=65}
Individual{TOC=16267.021006558165, NV=67}
Individual{TOC=16226.95241633127, NV=68}
Individual{TOC=16095.875176442627, NV=69}
Individual{TOC=16020.190687060105, NV=70}
Individual{TOC=16014.010349659455, NV=71}
Individual{TOC=15904.023927830736, NV=72}
Individual{TOC=15748.889148470516, NV=74}
Individual{TOC=15634.552485335664, NV=75}
Individual{TOC=15268.001747918328, NV=79}
Individual{TOC=15217.700295241702, NV=82}
Individual{TOC=15173.264000006107, NV=83}
Individual{TOC=14956.360988611807, NV=86}
Individual{TOC=14825.452221507565, NV=87}
Individual{TOC=14718.724423335294, NV=96}
