Individual{TOC=26280.738568020482, NV=99}
Individual{TOC=26150.604525072235, NV=106}
Individual{TOC=25198.605829772758, NV=108}
Individual{TOC=25099.83999062603, NV=109}
Individual{TOC=24811.654088321262, NV=117}
Individual{TOC=24491.92852003702, NV=125}
Individual{TOC=24142.228044600968, NV=128}
Individual{TOC=23988.2066860532, NV=131}
Individual{TOC=23058.635494630802, NV=136}
Individual{TOC=22901.528739882415, NV=139}
Individual{TOC=22604.953536641773, NV=160}
Individual{TOC=22561.38775313907, NV=177}
Individual{TOC=22391.951127890825, NV=180}
Individual{TOC=22383.177970850043, NV=181}
Individual{TOC=22114.92215829619, NV=188}
Individual{TOC=21518.75530379701, NV=201}
