Individual{TOC=17061.012815922553, NV=97}
Individual{TOC=17140.818455578123, NV=84}
Individual{TOC=18803.617966952726, NV=54}
Individual{TOC=17885.39989680456, NV=61}
Individual{TOC=17085.915625930553, NV=95}
Individual{TOC=18227.738269764217, NV=58}
Individual{TOC=19546.703053722555, NV=49}
Individual{TOC=19964.688517951163, NV=48}
Individual{TOC=17663.671371827495, NV=65}
Individual{TOC=18912.24224016547, NV=53}
Individual{TOC=18136.564969790295, NV=59}
Individual{TOC=20289.947631266197, NV=46}
Individual{TOC=17795.763635666983, NV=63}
Individual{TOC=17481.41477616104, NV=71}
Individual{TOC=18325.06758214582, NV=57}
Individual{TOC=17372.00422949611, NV=77}
Individual{TOC=17334.819220388177, NV=79}
Individual{TOC=17305.474834026467, NV=80}
Individual{TOC=17269.65310166889, NV=82}
Individual{TOC=18593.90505521623, NV=55}
Individual{TOC=18346.794142148643, NV=56}
Individual{TOC=19085.174640137062, NV=52}
Individual{TOC=19167.52548302671, NV=51}
Individual{TOC=17687.75637706336, NV=64}
Individual{TOC=19389.931770390805, NV=50}
Individual{TOC=17510.646031991644, NV=70}
Individual{TOC=17456.53176113012, NV=74}
Individual{TOC=20262.286685615574, NV=47}
Individual{TOC=17592.642625988352, NV=69}
Individual{TOC=20660.15055771421, NV=45}
Individual{TOC=17261.89793473785, NV=83}
Individual{TOC=18001.821126264815, NV=60}
