Individual{TOC=13233.691128918046, NV=33}
Individual{TOC=14801.693116584358, NV=28}
Individual{TOC=11817.62354542259, NV=45}
Individual{TOC=12432.65880451165, NV=42}
Individual{TOC=13529.179172050233, NV=30}
Individual{TOC=11521.248731165784, NV=47}
Individual{TOC=12736.447593205616, NV=41}
Individual{TOC=12861.047712647214, NV=37}
Individual{TOC=13345.706779209519, NV=31}
Individual{TOC=13031.39171021852, NV=36}
Individual{TOC=13158.211495969781, NV=35}
Individual{TOC=12807.367025990583, NV=40}
Individual{TOC=16207.269701877089, NV=26}
Individual{TOC=13723.398383330798, NV=29}
Individual{TOC=15102.956635912726, NV=27}
