Individual{TOC=18516.84326876262, NV=46}
Individual{TOC=17309.402416259894, NV=50}
Individual{TOC=16537.28203453235, NV=52}
Individual{TOC=15616.523335920454, NV=55}
Individual{TOC=15292.874577298497, NV=56}
Individual{TOC=15106.544606921774, NV=58}
Individual{TOC=14793.427274077998, NV=61}
Individual{TOC=14731.407190447693, NV=62}
Individual{TOC=14571.30427793425, NV=64}
Individual{TOC=14514.388288080967, NV=65}
Individual{TOC=14417.59817389212, NV=66}
Individual{TOC=14297.730273579034, NV=68}
Individual{TOC=14218.851536813901, NV=69}
Individual{TOC=14192.631201698354, NV=71}
Individual{TOC=14088.874582787073, NV=72}
Individual{TOC=14078.600161905557, NV=73}
Individual{TOC=14022.10911756155, NV=75}
Individual{TOC=13986.258962155785, NV=76}
Individual{TOC=13953.026398369992, NV=78}
Individual{TOC=13922.763714937148, NV=79}
