Individual{TOC=18639.73648808898, NV=132}
Individual{TOC=22446.243503646223, NV=73}
Individual{TOC=28942.16267279797, NV=51}
Individual{TOC=22865.025768100728, NV=69}
Individual{TOC=20121.22016346111, NV=91}
Individual{TOC=19695.2372061006, NV=99}
Individual{TOC=18898.205103649234, NV=118}
Individual{TOC=19559.954480098244, NV=103}
Individual{TOC=40813.58953305805, NV=41}
Individual{TOC=31473.043070036932, NV=48}
Individual{TOC=21704.326316169263, NV=76}
Individual{TOC=20309.262992375614, NV=86}
Individual{TOC=46591.65319726639, NV=38}
Individual{TOC=39131.44708670437, NV=43}
Individual{TOC=24686.013863668275, NV=62}
Individual{TOC=24514.27123915806, NV=64}
Individual{TOC=25094.86785010317, NV=59}
Individual{TOC=27957.341891072047, NV=54}
Individual{TOC=37516.580897938846, NV=44}
Individual{TOC=25709.53111557768, NV=56}
Individual{TOC=25026.72601698047, NV=61}
