Individual{TOC=21600.82074611519, NV=82}
Individual{TOC=21602.042001926282, NV=80}
Individual{TOC=22738.08565146735, NV=61}
Individual{TOC=20709.73173068845, NV=93}
Individual{TOC=22271.536847550073, NV=67}
Individual{TOC=20382.307853011836, NV=105}
Individual{TOC=23692.82392181172, NV=54}
Individual{TOC=21744.486946003177, NV=72}
Individual{TOC=19921.001045668574, NV=122}
Individual{TOC=20836.633382834425, NV=91}
Individual{TOC=22040.928980560027, NV=69}
Individual{TOC=25204.19497848365, NV=46}
Individual{TOC=24502.756389625574, NV=50}
Individual{TOC=19874.02669213878, NV=125}
Individual{TOC=24707.617179737983, NV=49}
Individual{TOC=24084.56516875902, NV=52}
Individual{TOC=21883.80021378398, NV=70}
Individual{TOC=23440.2716516432, NV=58}
Individual{TOC=20626.16806046922, NV=96}
Individual{TOC=24466.09961111527, NV=51}
Individual{TOC=22577.208351755282, NV=65}
Individual{TOC=19957.418557444737, NV=120}
Individual{TOC=24999.017864529185, NV=47}
Individual{TOC=24909.416875258237, NV=48}
Individual{TOC=22620.287827501572, NV=64}
