Individual{TOC=18005.69237235493, NV=55}
Individual{TOC=18169.65146723013, NV=52}
Individual{TOC=18324.762481336056, NV=48}
Individual{TOC=18611.246784976025, NV=40}
Individual{TOC=19395.944872461732, NV=35}
Individual{TOC=18519.229737946796, NV=41}
Individual{TOC=18385.76957837144, NV=43}
Individual{TOC=20702.957036739816, NV=31}
Individual{TOC=18684.426055536227, NV=39}
Individual{TOC=20558.851024703883, NV=32}
Individual{TOC=20872.46345490111, NV=30}
Individual{TOC=18365.991412772808, NV=46}
Individual{TOC=19628.723945572154, NV=34}
Individual{TOC=18903.38249649917, NV=36}
Individual{TOC=20030.732486727225, NV=33}
