Individual{TOC=25170.940586267476, NV=91}
Individual{TOC=31024.813664028865, NV=63}
Individual{TOC=33625.60618680918, NV=60}
Individual{TOC=56875.02184411101, NV=35}
Individual{TOC=28621.702443009715, NV=73}
Individual{TOC=24874.500071451414, NV=95}
Individual{TOC=24043.91232277694, NV=98}
Individual{TOC=59945.84749288694, NV=34}
Individual{TOC=65333.867530628086, NV=32}
Individual{TOC=21073.05367600949, NV=143}
Individual{TOC=26426.714256347626, NV=83}
Individual{TOC=49240.60047541381, NV=37}
Individual{TOC=25231.267343186453, NV=90}
Individual{TOC=26289.77960586581, NV=84}
Individual{TOC=20512.970283901057, NV=164}
Individual{TOC=34130.04419384635, NV=59}
Individual{TOC=39971.17014107777, NV=49}
Individual{TOC=21197.27534786974, NV=134}
Individual{TOC=23054.140112418765, NV=104}
Individual{TOC=38913.645982745205, NV=53}
Individual{TOC=22854.769036349924, NV=106}
Individual{TOC=26992.49399344097, NV=80}
Individual{TOC=28364.586392570265, NV=78}
Individual{TOC=21959.326390270213, NV=117}
Individual{TOC=44326.072307997936, NV=47}
Individual{TOC=21126.945722097196, NV=135}
Individual{TOC=22306.128113089624, NV=111}
Individual{TOC=32777.31492953711, NV=62}
Individual{TOC=28611.61748963455, NV=75}
Individual{TOC=29642.9090816825, NV=70}
Individual{TOC=20762.99845385775, NV=150}
Individual{TOC=29281.94081945565, NV=71}
Individual{TOC=55012.83361414913, NV=36}
Individual{TOC=26239.21228023731, NV=86}
Individual{TOC=46173.47364200557, NV=45}
Individual{TOC=48623.63969867131, NV=41}
