Individual{TOC=17250.723435656495, NV=52}
Individual{TOC=15722.066229487258, NV=78}
Individual{TOC=16794.26070688968, NV=58}
Individual{TOC=16817.525694524593, NV=57}
Individual{TOC=19499.135556045694, NV=36}
Individual{TOC=19974.088273771376, NV=34}
Individual{TOC=18307.416873650305, NV=43}
Individual{TOC=19389.68587678492, NV=37}
Individual{TOC=15549.613340678228, NV=92}
Individual{TOC=15550.549433342829, NV=90}
Individual{TOC=15643.010359308837, NV=89}
Individual{TOC=15770.66996595029, NV=72}
Individual{TOC=15982.35736960865, NV=71}
Individual{TOC=16109.748513135524, NV=67}
Individual{TOC=16383.929484943892, NV=62}
Individual{TOC=18759.61535448623, NV=41}
Individual{TOC=19815.805431920788, NV=35}
Individual{TOC=17964.166431610684, NV=46}
Individual{TOC=18987.843651648294, NV=39}
Individual{TOC=18189.57242750107, NV=44}
Individual{TOC=17437.94370597256, NV=50}
Individual{TOC=19215.78908716743, NV=38}
Individual{TOC=21431.630651271807, NV=31}
Individual{TOC=17189.85877423093, NV=56}
Individual{TOC=20213.581076598886, NV=33}
Individual{TOC=17690.920155211705, NV=47}
Individual{TOC=21191.065572989464, NV=32}
Individual{TOC=18874.159529594977, NV=40}
