Individual{TOC=12546.330691882591, NV=45}
Individual{TOC=12599.214878024539, NV=44}
Individual{TOC=12607.805659774313, NV=42}
Individual{TOC=13284.752264200342, NV=41}
Individual{TOC=13879.247225280296, NV=40}
Individual{TOC=14076.908878722363, NV=38}
Individual{TOC=14399.480640086407, NV=36}
Individual{TOC=14529.298361078296, NV=35}
Individual{TOC=14657.368885081316, NV=34}
Individual{TOC=15919.55701458786, NV=31}
Individual{TOC=15388.260077964222, NV=32}
Individual{TOC=16280.924409845396, NV=30}
Individual{TOC=16361.347817384674, NV=29}
Individual{TOC=14183.04561554932, NV=37}
Individual{TOC=14057.427269176054, NV=39}
