Individual{TOC=23044.342443554233, NV=76}
Individual{TOC=23407.608143204514, NV=71}
Individual{TOC=24436.331408550537, NV=62}
Individual{TOC=22491.656457828834, NV=81}
Individual{TOC=22912.373712466975, NV=77}
Individual{TOC=23473.892572171088, NV=68}
Individual{TOC=22863.613432398874, NV=79}
Individual{TOC=22446.097014975447, NV=92}
Individual{TOC=23171.068681946865, NV=73}
Individual{TOC=25118.389518210373, NV=61}
Individual{TOC=21882.732851340443, NV=107}
Individual{TOC=23753.03546703365, NV=63}
Individual{TOC=25314.20372112108, NV=60}
Individual{TOC=22117.874886941077, NV=96}
Individual{TOC=22680.341579171214, NV=80}
