Individual{TOC=16675.28658080967, NV=44}
Individual{TOC=16365.345820454726, NV=48}
Individual{TOC=16589.436982332383, NV=45}
Individual{TOC=16972.33369859599, NV=42}
Individual{TOC=17353.571724600683, NV=41}
Individual{TOC=17844.684539383397, NV=40}
Individual{TOC=18393.668280456448, NV=39}
Individual{TOC=18809.16678811364, NV=37}
Individual{TOC=18573.94910030975, NV=38}
Individual{TOC=18892.93178962313, NV=36}
Individual{TOC=19394.88369085675, NV=35}
Individual{TOC=19561.930335158188, NV=31}
Individual{TOC=20070.236411959977, NV=30}
Individual{TOC=20549.43969365084, NV=29}
