Individual{TOC=16825.82391411316, NV=63}
Individual{TOC=17215.41346309526, NV=55}
Individual{TOC=16973.473547520513, NV=60}
Individual{TOC=17484.793704082986, NV=53}
Individual{TOC=16587.955687267127, NV=67}
Individual{TOC=17867.527614551134, NV=50}
Individual{TOC=19139.240620692162, NV=47}
Individual{TOC=16532.848557661895, NV=75}
Individual{TOC=16892.819611745654, NV=62}
Individual{TOC=17012.263156565485, NV=59}
Individual{TOC=17633.335141216296, NV=52}
Individual{TOC=16713.905367031442, NV=65}
Individual{TOC=19204.519277999727, NV=46}
Individual{TOC=17364.91739057424, NV=54}
Individual{TOC=16930.45918435977, NV=61}
Individual{TOC=17127.02014963985, NV=57}
Individual{TOC=18187.192676204573, NV=49}
Individual{TOC=18706.664948208778, NV=48}
Individual{TOC=17034.80436591521, NV=58}
