Individual{TOC=16278.1837213604, NV=38}
Individual{TOC=15375.093010445631, NV=40}
Individual{TOC=14075.298798891277, NV=51}
Individual{TOC=18523.595545629945, NV=35}
Individual{TOC=15017.023393730567, NV=41}
Individual{TOC=18139.792191852655, NV=36}
Individual{TOC=13355.963534644887, NV=63}
Individual{TOC=13764.386941569735, NV=60}
Individual{TOC=14206.914697264905, NV=46}
Individual{TOC=14408.726294552118, NV=43}
Individual{TOC=15000.234225415032, NV=42}
Individual{TOC=14111.68849992071, NV=47}
Individual{TOC=13890.361854853018, NV=57}
Individual{TOC=13802.579534768356, NV=58}
Individual{TOC=16018.93723110383, NV=39}
Individual{TOC=20086.231338197824, NV=31}
Individual{TOC=18725.692602672345, NV=34}
Individual{TOC=19334.383561421208, NV=33}
