Individual{TOC=17066.7295916074, NV=30}
Individual{TOC=14646.343443940488, NV=49}
Individual{TOC=15777.869279274542, NV=37}
Individual{TOC=17947.18440847405, NV=28}
Individual{TOC=16527.48690016228, NV=33}
Individual{TOC=16443.325490440664, NV=34}
Individual{TOC=17422.980201082162, NV=29}
Individual{TOC=15932.695658484827, NV=36}
Individual{TOC=18261.97688475028, NV=27}
Individual{TOC=15466.671645372118, NV=39}
Individual{TOC=13604.854308678216, NV=81}
Individual{TOC=13647.305961995293, NV=80}
Individual{TOC=13756.763816000006, NV=70}
Individual{TOC=13902.23372703466, NV=59}
Individual{TOC=14153.3921107876, NV=53}
Individual{TOC=14713.425421418138, NV=47}
Individual{TOC=14946.116683982502, NV=43}
Individual{TOC=16180.74285918299, NV=35}
Individual{TOC=15386.957384992778, NV=40}
Individual{TOC=16844.108093125396, NV=31}
