Individual{TOC=18115.837823389105, NV=121}
Individual{TOC=17677.31935971664, NV=156}
Individual{TOC=17876.129097056037, NV=141}
Individual{TOC=18521.011206033338, NV=108}
Individual{TOC=18090.910573165296, NV=130}
Individual{TOC=17896.937333451526, NV=139}
Individual{TOC=17588.529172758703, NV=161}
Individual{TOC=17782.175312546246, NV=155}
Individual{TOC=17814.0382735156, NV=142}
Individual{TOC=18739.588150395815, NV=104}
