Individual{TOC=11733.601943824962, NV=50}
Individual{TOC=11785.53565393885, NV=46}
Individual{TOC=11801.607650757616, NV=45}
Individual{TOC=11879.109733656904, NV=44}
Individual{TOC=11961.198172454006, NV=43}
Individual{TOC=11991.870984601816, NV=40}
Individual{TOC=12057.41206351973, NV=39}
Individual{TOC=12131.054086968317, NV=38}
Individual{TOC=12288.112589014205, NV=37}
Individual{TOC=12432.764383053087, NV=36}
Individual{TOC=12582.591416227391, NV=35}
Individual{TOC=15171.923318949193, NV=34}
Individual{TOC=15293.410616141413, NV=33}
Individual{TOC=15466.836279302304, NV=32}
Individual{TOC=15742.837443687242, NV=31}
