Individual{TOC=16580.088409281245, NV=56}
Individual{TOC=20344.694634534237, NV=43}
Individual{TOC=16440.324886464776, NV=63}
Individual{TOC=19101.326722052687, NV=44}
Individual{TOC=17026.803586197504, NV=49}
Individual{TOC=17976.579961633062, NV=46}
Individual{TOC=27838.8565650948, NV=38}
Individual{TOC=21963.755215062956, NV=42}
Individual{TOC=18238.407395274568, NV=45}
Individual{TOC=16906.39385793056, NV=50}
Individual{TOC=16516.41484044925, NV=61}
Individual{TOC=16607.282994535606, NV=54}
Individual{TOC=17310.226831806813, NV=48}
Individual{TOC=25036.213044081403, NV=41}
Individual{TOC=17745.14081353209, NV=47}
