Individual{TOC=17985.42713363901, NV=69}
Individual{TOC=20125.36870751139, NV=60}
Individual{TOC=20715.98128777207, NV=58}
Individual{TOC=17654.35370460931, NV=77}
Individual{TOC=18194.85819117178, NV=67}
Individual{TOC=18843.500572025587, NV=62}
Individual{TOC=18814.764935650368, NV=63}
Individual{TOC=17473.840173311357, NV=84}
Individual{TOC=19059.4892204739, NV=61}
Individual{TOC=17786.800990770156, NV=73}
Individual{TOC=17328.15748778291, NV=90}
Individual{TOC=17554.041521340012, NV=80}
Individual{TOC=18427.73089471539, NV=65}
Individual{TOC=17341.811127030058, NV=87}
Individual{TOC=18283.297455637086, NV=66}
Individual{TOC=18061.307680782753, NV=68}
Individual{TOC=17574.672916507436, NV=79}
Individual{TOC=18568.036181545725, NV=64}
Individual{TOC=20185.87320970493, NV=59}
Individual{TOC=17688.533397262134, NV=76}
Individual{TOC=17502.454960397918, NV=81}
Individual{TOC=17898.797592737177, NV=70}
Individual{TOC=17370.86863802656, NV=85}
