Individual{TOC=19695.504752878256, NV=155}
Individual{TOC=20273.38047057074, NV=125}
Individual{TOC=21195.459337223834, NV=94}
Individual{TOC=26752.415643473218, NV=56}
Individual{TOC=22598.96723905494, NV=72}
Individual{TOC=28849.95682276928, NV=51}
Individual{TOC=36454.288000810826, NV=44}
Individual{TOC=26254.444889712206, NV=57}
Individual{TOC=29287.69833698293, NV=50}
Individual{TOC=23496.178863748682, NV=71}
Individual{TOC=22121.935998618806, NV=80}
Individual{TOC=24597.896261108974, NV=64}
Individual{TOC=21854.101817525338, NV=85}
Individual{TOC=34051.27967880901, NV=48}
Individual{TOC=48057.049526176146, NV=41}
Individual{TOC=22247.991792980203, NV=79}
