Individual{TOC=15790.060567401926, NV=38}
Individual{TOC=15885.001371775345, NV=37}
Individual{TOC=16204.456576763187, NV=35}
Individual{TOC=16376.567388242898, NV=34}
Individual{TOC=15122.970302666263, NV=58}
Individual{TOC=15146.201958410484, NV=52}
Individual{TOC=15269.965396324627, NV=47}
Individual{TOC=15413.865598224284, NV=44}
Individual{TOC=15523.857780928643, NV=43}
Individual{TOC=15548.238116461374, NV=40}
Individual{TOC=15678.99950739848, NV=39}
Individual{TOC=15229.705266276582, NV=49}
Individual{TOC=15128.879063879656, NV=57}
Individual{TOC=16072.982426977745, NV=36}
Individual{TOC=16458.905709238737, NV=32}
Individual{TOC=16397.20631924724, NV=33}
