Individual{TOC=12831.902035181634, NV=57}
Individual{TOC=13264.893941034152, NV=34}
Individual{TOC=13308.935890630992, NV=32}
Individual{TOC=12863.91187720387, NV=54}
Individual{TOC=12916.160596737747, NV=49}
Individual{TOC=12927.255829215766, NV=45}
Individual{TOC=13054.05515258987, NV=38}
Individual{TOC=13135.062012138971, NV=36}
Individual{TOC=13416.527413606991, NV=31}
Individual{TOC=13814.65767103153, NV=28}
Individual{TOC=13513.06899850211, NV=29}
Individual{TOC=13257.163426321957, NV=35}
Individual{TOC=13096.40238786408, NV=37}
Individual{TOC=13493.602335633703, NV=30}
