Individual{TOC=16203.647012573936, NV=46}
Individual{TOC=15315.485393923656, NV=55}
Individual{TOC=16457.108371482973, NV=45}
Individual{TOC=15253.944886212921, NV=59}
Individual{TOC=15337.61080607036, NV=54}
Individual{TOC=18106.955869799218, NV=41}
Individual{TOC=17068.211426244747, NV=44}
Individual{TOC=15473.713705385622, NV=50}
Individual{TOC=15668.256080437628, NV=48}
Individual{TOC=15368.330594034285, NV=53}
Individual{TOC=18062.99225965158, NV=42}
Individual{TOC=15482.075558991624, NV=49}
Individual{TOC=15401.041698012199, NV=51}
Individual{TOC=18669.413498319176, NV=39}
Individual{TOC=15949.381571341022, NV=47}
Individual{TOC=18359.438749491994, NV=40}
Individual{TOC=15267.590824971336, NV=56}
Individual{TOC=17890.2276794496, NV=43}
