Individual{TOC=20898.34018018994, NV=131}
Individual{TOC=27524.438733486473, NV=59}
Individual{TOC=22903.831101971653, NV=80}
Individual{TOC=30769.14006965331, NV=52}
Individual{TOC=21768.525151485293, NV=101}
Individual{TOC=29350.536957513283, NV=55}
Individual{TOC=23279.831890436948, NV=78}
Individual{TOC=35760.83687802638, NV=38}
Individual{TOC=24902.523336698792, NV=68}
Individual{TOC=25394.27989685402, NV=65}
Individual{TOC=32046.269414605675, NV=49}
Individual{TOC=21224.649950121486, NV=117}
Individual{TOC=21099.941750253685, NV=125}
Individual{TOC=37085.07430096743, NV=37}
Individual{TOC=26949.07284440781, NV=61}
Individual{TOC=24657.234730755477, NV=70}
Individual{TOC=23606.396059695202, NV=76}
Individual{TOC=38405.82916358761, NV=34}
Individual{TOC=21268.387914939172, NV=108}
Individual{TOC=21235.0663715488, NV=110}
Individual{TOC=33336.235138542375, NV=47}
Individual{TOC=22385.677126429597, NV=87}
Individual{TOC=40388.33364598494, NV=33}
Individual{TOC=29282.043735395513, NV=56}
Individual{TOC=22364.483381487313, NV=89}
Individual{TOC=26117.53570225271, NV=64}
Individual{TOC=23986.311119566715, NV=72}
Individual{TOC=37837.45621573585, NV=35}
