Individual{TOC=18334.868864300064, NV=87}
Individual{TOC=30234.907681050037, NV=44}
Individual{TOC=25617.9841547843, NV=51}
Individual{TOC=19407.019241855513, NV=70}
Individual{TOC=18164.473331503264, NV=98}
Individual{TOC=26317.006344988924, NV=48}
Individual{TOC=19456.026720311056, NV=69}
Individual{TOC=20374.23542023947, NV=64}
Individual{TOC=18173.071524740924, NV=95}
Individual{TOC=18948.96277121947, NV=78}
Individual{TOC=18939.898947997954, NV=80}
Individual{TOC=33530.2639355593, NV=43}
Individual{TOC=18683.66858552484, NV=86}
Individual{TOC=19722.402724239662, NV=68}
Individual{TOC=18741.916619049793, NV=82}
Individual{TOC=20320.011792936417, NV=66}
Individual{TOC=21703.580836108304, NV=56}
Individual{TOC=18279.237640840623, NV=90}
Individual{TOC=35332.49241700543, NV=42}
