Individual{TOC=20938.139640269517, NV=58}
Individual{TOC=19531.10337610717, NV=82}
Individual{TOC=21148.85036810022, NV=56}
Individual{TOC=19709.796552784577, NV=67}
Individual{TOC=20135.50476099909, NV=62}
Individual{TOC=21069.282573191962, NV=57}
Individual{TOC=19541.65721405352, NV=74}
Individual{TOC=22142.490658914365, NV=54}
Individual{TOC=20499.673768990164, NV=59}
Individual{TOC=19652.345585894785, NV=73}
Individual{TOC=19534.492147994737, NV=75}
Individual{TOC=19374.72255195223, NV=86}
Individual{TOC=19915.551861666692, NV=64}
Individual{TOC=19781.819783854164, NV=66}
Individual{TOC=19698.15098541382, NV=68}
Individual{TOC=19662.24597254203, NV=70}
Individual{TOC=19653.933942287804, NV=71}
Individual{TOC=20300.708031737864, NV=61}
Individual{TOC=21742.73087976458, NV=55}
Individual{TOC=19457.63173741276, NV=84}
Individual{TOC=20032.41598994014, NV=63}
