Individual{TOC=16297.872063067804, NV=88}
Individual{TOC=16311.490812489166, NV=82}
Individual{TOC=19377.896564817795, NV=37}
Individual{TOC=19161.737346265953, NV=40}
Individual{TOC=18524.788331900574, NV=41}
Individual{TOC=20594.351789070002, NV=32}
Individual{TOC=19685.913042187363, NV=36}
Individual{TOC=17928.27751685124, NV=53}
Individual{TOC=20431.052251313842, NV=33}
Individual{TOC=15864.355252330151, NV=100}
Individual{TOC=15969.419864557773, NV=93}
Individual{TOC=16079.418630711318, NV=91}
Individual{TOC=16580.67084628892, NV=77}
Individual{TOC=17059.238923808705, NV=71}
Individual{TOC=17207.46576227084, NV=69}
Individual{TOC=17952.460490327856, NV=52}
Individual{TOC=17476.83954666838, NV=66}
Individual{TOC=17539.730568589704, NV=64}
Individual{TOC=17591.704213059533, NV=61}
Individual{TOC=20058.849694908695, NV=34}
Individual{TOC=18474.803686768126, NV=44}
Individual{TOC=18458.593695462514, NV=45}
Individual{TOC=18357.14922403693, NV=46}
