Individual{TOC=13995.740868483259, NV=60}
Individual{TOC=14282.167732889366, NV=53}
Individual{TOC=14060.618512182173, NV=57}
Individual{TOC=14159.003506978577, NV=55}
Individual{TOC=14292.821529763558, NV=52}
Individual{TOC=15603.035951984988, NV=41}
Individual{TOC=17324.58737192465, NV=36}
Individual{TOC=14438.99549144864, NV=48}
Individual{TOC=29294.062521180815, NV=27}
Individual{TOC=16487.69992645918, NV=38}
Individual{TOC=14307.252337458453, NV=49}
Individual{TOC=16255.699014419004, NV=39}
Individual{TOC=15216.108480891024, NV=43}
Individual{TOC=14706.193828993177, NV=47}
Individual{TOC=18978.617736938504, NV=34}
Individual{TOC=17327.432071970707, NV=35}
Individual{TOC=20067.59912215445, NV=29}
Individual{TOC=20204.265467538833, NV=28}
