Individual{TOC=16337.756050870612, NV=66}
Individual{TOC=17032.977101278935, NV=59}
Individual{TOC=18957.328990516373, NV=52}
Individual{TOC=17077.76664993292, NV=58}
Individual{TOC=15886.1205186302, NV=83}
Individual{TOC=17624.171357658004, NV=56}
Individual{TOC=18915.471521162915, NV=53}
Individual{TOC=16638.635770183755, NV=62}
Individual{TOC=16403.279093080902, NV=64}
Individual{TOC=15875.981082839717, NV=84}
Individual{TOC=16717.919115184264, NV=61}
Individual{TOC=16369.834120408525, NV=65}
Individual{TOC=17239.749913098927, NV=57}
Individual{TOC=16163.753078285261, NV=71}
Individual{TOC=16181.030484232795, NV=69}
Individual{TOC=18201.3146358319, NV=54}
Individual{TOC=16231.61772802502, NV=67}
Individual{TOC=16811.74710623419, NV=60}
Individual{TOC=15967.341668208905, NV=73}
Individual{TOC=15933.217672758807, NV=78}
Individual{TOC=15944.687879124373, NV=76}
Individual{TOC=16113.44343376862, NV=72}
Individual{TOC=16507.626861821504, NV=63}
Individual{TOC=17779.269220112823, NV=55}
