Individual{TOC=16041.3997758909, NV=86}
Individual{TOC=16096.553471151432, NV=82}
Individual{TOC=16133.909089567238, NV=79}
Individual{TOC=16137.630075154084, NV=78}
Individual{TOC=16160.061698050782, NV=76}
Individual{TOC=16250.625041350773, NV=73}
Individual{TOC=16277.455391314097, NV=70}
Individual{TOC=16353.993470018382, NV=69}
Individual{TOC=16447.068409529213, NV=67}
Individual{TOC=16523.606488233498, NV=66}
Individual{TOC=16649.980878042497, NV=64}
Individual{TOC=16901.774963471686, NV=62}
Individual{TOC=16973.12605436496, NV=61}
Individual{TOC=17013.179035504676, NV=59}
Individual{TOC=17390.51332210084, NV=58}
Individual{TOC=17441.73012399847, NV=55}
Individual{TOC=17592.446238763416, NV=54}
Individual{TOC=17691.270580301432, NV=53}
Individual{TOC=17749.99665447213, NV=52}
Individual{TOC=17887.64861612747, NV=50}
Individual{TOC=18225.537438492098, NV=49}
Individual{TOC=18687.485869486656, NV=48}
Individual{TOC=19661.86973371854, NV=47}
Individual{TOC=19864.70327578134, NV=46}
Individual{TOC=19926.945200676702, NV=45}
