Individual{TOC=18424.46284169516, NV=61}
Individual{TOC=20186.127700271878, NV=53}
Individual{TOC=18524.70579871509, NV=59}
Individual{TOC=18221.843310582815, NV=62}
Individual{TOC=18031.62722619595, NV=66}
Individual{TOC=19569.348376701844, NV=54}
Individual{TOC=18432.81138382309, NV=60}
Individual{TOC=17922.157682700497, NV=70}
Individual{TOC=18096.031989020445, NV=64}
Individual{TOC=20566.42389330889, NV=52}
Individual{TOC=17839.626295491187, NV=79}
Individual{TOC=18663.726662428617, NV=58}
Individual{TOC=18160.064555782246, NV=63}
Individual{TOC=17890.8660700277, NV=76}
Individual{TOC=20566.42389330889, NV=52}
Individual{TOC=18995.631511689207, NV=56}
Individual{TOC=19210.239575471296, NV=55}
Individual{TOC=18689.006600738932, NV=57}
Individual{TOC=18078.632789416017, NV=65}
