Individual{TOC=22109.05917894819, NV=74}
Individual{TOC=31508.641149306462, NV=48}
Individual{TOC=19471.46326124589, NV=104}
Individual{TOC=24181.76009849144, NV=62}
Individual{TOC=27715.073089238493, NV=54}
Individual{TOC=22688.131592628626, NV=70}
Individual{TOC=20853.846416549535, NV=85}
Individual{TOC=21899.870612446553, NV=79}
Individual{TOC=22514.847569520894, NV=72}
Individual{TOC=42034.871432860775, NV=42}
Individual{TOC=39372.862277781656, NV=44}
Individual{TOC=20557.114536467772, NV=91}
Individual{TOC=21387.11035641318, NV=84}
Individual{TOC=20185.680250108227, NV=93}
Individual{TOC=20183.192555043635, NV=103}
Individual{TOC=21872.87105887076, NV=80}
Individual{TOC=29893.0281782845, NV=51}
Individual{TOC=20729.779162614133, NV=89}
Individual{TOC=27912.31892248437, NV=52}
Individual{TOC=23963.166473930967, NV=68}
Individual{TOC=38836.48583465282, NV=47}
Individual{TOC=25742.729539095442, NV=58}
