Individual{TOC=16318.974491319921, NV=78}
Individual{TOC=16472.603220033863, NV=72}
Individual{TOC=16680.85509784614, NV=69}
Individual{TOC=16716.43864632891, NV=65}
Individual{TOC=16815.69968348305, NV=63}
Individual{TOC=17078.05194885219, NV=62}
Individual{TOC=17152.07207955046, NV=61}
Individual{TOC=17250.247979295138, NV=60}
Individual{TOC=17410.555045096808, NV=59}
Individual{TOC=17491.23426630583, NV=58}
Individual{TOC=17612.14704792921, NV=57}
Individual{TOC=18178.040629922296, NV=56}
Individual{TOC=18263.994325484648, NV=55}
Individual{TOC=18403.47136744644, NV=54}
Individual{TOC=18824.746967341463, NV=53}
Individual{TOC=18957.201641407923, NV=51}
