Individual{TOC=20084.064084481477, NV=76}
Individual{TOC=20099.348941583783, NV=75}
Individual{TOC=20126.202561176935, NV=71}
Individual{TOC=20219.726528011222, NV=70}
Individual{TOC=20247.57357747319, NV=66}
Individual{TOC=20280.25905292839, NV=65}
Individual{TOC=20317.50312325496, NV=64}
Individual{TOC=20395.856891925963, NV=63}
Individual{TOC=20423.65668014842, NV=62}
Individual{TOC=20487.141462253087, NV=61}
Individual{TOC=20581.364525615536, NV=60}
Individual{TOC=20682.687738714347, NV=59}
Individual{TOC=21041.28484987198, NV=58}
Individual{TOC=21164.450007511263, NV=57}
