Individual{TOC=14755.792168208343, NV=85}
Individual{TOC=14775.787422282816, NV=82}
Individual{TOC=14790.959308680796, NV=81}
Individual{TOC=14815.987408545356, NV=76}
Individual{TOC=14882.28331570902, NV=73}
Individual{TOC=14902.059557854936, NV=71}
Individual{TOC=14911.834478486253, NV=70}
Individual{TOC=15012.56834304669, NV=69}
Individual{TOC=15015.720337239864, NV=68}
Individual{TOC=15027.848467433781, NV=67}
Individual{TOC=15028.992816306833, NV=66}
Individual{TOC=15133.661542016558, NV=64}
Individual{TOC=15165.189754016166, NV=63}
Individual{TOC=15285.622755606199, NV=62}
Individual{TOC=15314.824837710297, NV=61}
Individual{TOC=15489.161845029595, NV=59}
Individual{TOC=15558.844214431827, NV=58}
Individual{TOC=15722.763960825763, NV=57}
Individual{TOC=15880.016876943748, NV=56}
Individual{TOC=16330.411300325395, NV=55}
Individual{TOC=16331.959005581894, NV=54}
Individual{TOC=17132.177378888082, NV=53}
