Individual{TOC=57825.84489158706, NV=43}
Individual{TOC=35752.32488689311, NV=62}
Individual{TOC=30646.112887092433, NV=98}
Individual{TOC=29692.084022467618, NV=119}
Individual{TOC=31616.33613829875, NV=83}
Individual{TOC=37322.03118878356, NV=57}
Individual{TOC=43334.25877837815, NV=49}
Individual{TOC=35070.67452610995, NV=65}
Individual{TOC=38997.51283322165, NV=56}
Individual{TOC=41812.73653979599, NV=51}
Individual{TOC=41103.723533090386, NV=53}
Individual{TOC=35846.817090390476, NV=61}
Individual{TOC=36759.65695519222, NV=58}
Individual{TOC=30217.176039444803, NV=114}
Individual{TOC=39578.275699214675, NV=55}
Individual{TOC=46331.198517449724, NV=48}
Individual{TOC=48422.199668336616, NV=45}
Individual{TOC=33059.831272936826, NV=78}
Individual{TOC=31024.962115394817, NV=97}
