Individual{TOC=21406.041504422734, NV=78}
Individual{TOC=21184.32950221159, NV=80}
Individual{TOC=21148.434507130652, NV=81}
Individual{TOC=20482.993246257218, NV=82}
Individual{TOC=20181.012582001284, NV=84}
Individual{TOC=20076.209076719762, NV=85}
Individual{TOC=19849.95682540975, NV=89}
Individual{TOC=19666.460933090984, NV=93}
Individual{TOC=19660.546253696204, NV=95}
Individual{TOC=19529.567580639865, NV=96}
Individual{TOC=19249.901897618005, NV=102}
Individual{TOC=19247.538974872034, NV=107}
Individual{TOC=19087.101831423923, NV=109}
Individual{TOC=19016.089388158445, NV=110}
Individual{TOC=18768.694450034687, NV=112}
Individual{TOC=18445.49959716305, NV=120}
Individual{TOC=18416.14377549317, NV=126}
Individual{TOC=18227.158015209392, NV=132}
Individual{TOC=18167.555047058213, NV=134}
Individual{TOC=18027.90256259646, NV=136}
Individual{TOC=17824.8917499587, NV=145}
Individual{TOC=17809.585309380043, NV=150}
Individual{TOC=17729.30083203709, NV=157}
Individual{TOC=17670.184420674348, NV=163}
Individual{TOC=17640.215125259732, NV=164}
Individual{TOC=17518.465532711656, NV=169}
Individual{TOC=17437.370415888327, NV=174}
Individual{TOC=17348.2798619791, NV=197}
