Individual{TOC=22896.971642237273, NV=70}
Individual{TOC=22423.10268519433, NV=88}
Individual{TOC=23333.978741554914, NV=68}
Individual{TOC=25102.011129708175, NV=60}
Individual{TOC=24328.64728735656, NV=62}
Individual{TOC=22381.5626227077, NV=89}
Individual{TOC=23050.06566452093, NV=69}
Individual{TOC=23940.316556802107, NV=64}
Individual{TOC=23558.5351613612, NV=66}
Individual{TOC=24639.648766358638, NV=61}
Individual{TOC=22507.399022905953, NV=82}
Individual{TOC=24213.172186930966, NV=63}
Individual{TOC=22748.83086667372, NV=73}
Individual{TOC=23727.004517244502, NV=65}
Individual{TOC=22599.91607670718, NV=74}
Individual{TOC=22500.226951365472, NV=84}
Individual{TOC=25463.435619038588, NV=59}
Individual{TOC=22473.47371812437, NV=85}
Individual{TOC=22767.921087663395, NV=71}
Individual{TOC=22369.077940644787, NV=91}
Individual{TOC=22565.393483179032, NV=76}
Individual{TOC=25850.27026411316, NV=58}
Individual{TOC=23363.32431820613, NV=67}
