Individual{TOC=16602.160646540593, NV=44}
Individual{TOC=18402.933820518254, NV=41}
Individual{TOC=19085.734259530873, NV=39}
Individual{TOC=19310.654390816413, NV=38}
Individual{TOC=14315.290172278561, NV=57}
Individual{TOC=15866.944044046753, NV=45}
Individual{TOC=20101.326087402776, NV=35}
Individual{TOC=18174.75165572313, NV=43}
Individual{TOC=19638.252368902165, NV=36}
Individual{TOC=18547.727559614483, NV=40}
Individual{TOC=13542.834188382696, NV=74}
Individual{TOC=13581.725611681144, NV=73}
Individual{TOC=13716.100285437846, NV=61}
Individual{TOC=14086.005606613408, NV=59}
Individual{TOC=14347.886194865378, NV=53}
Individual{TOC=14903.75168741998, NV=52}
Individual{TOC=15291.664543890574, NV=46}
