Individual{TOC=14760.54561407298, NV=64}
Individual{TOC=14778.08108815184, NV=63}
Individual{TOC=14796.544032931368, NV=61}
Individual{TOC=14818.719333092773, NV=60}
Individual{TOC=14828.112470865148, NV=58}
Individual{TOC=14865.420357164543, NV=56}
Individual{TOC=14904.187041102346, NV=55}
Individual{TOC=14967.608357554842, NV=54}
Individual{TOC=15076.009040195453, NV=53}
Individual{TOC=15138.834187745384, NV=51}
Individual{TOC=15210.794527834583, NV=50}
Individual{TOC=15299.751251317084, NV=49}
Individual{TOC=15403.129624194702, NV=48}
Individual{TOC=15453.745971733284, NV=47}
Individual{TOC=16233.778886044509, NV=45}
Individual{TOC=16441.081692721855, NV=44}
Individual{TOC=16543.78371545053, NV=43}
Individual{TOC=17340.613807593483, NV=41}
