Individual{TOC=15222.040910529035, NV=41}
Individual{TOC=14559.197131684423, NV=64}
Individual{TOC=14579.958779256576, NV=60}
Individual{TOC=14716.770854075452, NV=48}
Individual{TOC=15378.92076613309, NV=39}
Individual{TOC=15117.762620139261, NV=42}
Individual{TOC=16092.41432433191, NV=32}
Individual{TOC=14933.73739151479, NV=43}
Individual{TOC=14317.156858587125, NV=72}
Individual{TOC=14588.025439836942, NV=53}
Individual{TOC=14653.068467046969, NV=50}
Individual{TOC=14785.875973992925, NV=45}
Individual{TOC=15703.543577431135, NV=34}
Individual{TOC=15461.005550697308, NV=37}
Individual{TOC=15516.827622873716, NV=35}
Individual{TOC=15803.117695545065, NV=33}
